,attr1,attr2,attr3,gender,detail
0,220.66654955997643,188.92813749863697,429.77706413308067,male,male
1,242.8300621309763,247.4493231481865,448.79494074874174,male,male
2,146.7736093593559,336.27527785055173,451.711217090746,male,male
3,162.9362263835001,307.4514452671495,459.6643280410412,male,male
4,183.26216673504877,230.70814894032787,465.41391036274683,male,male
5,133.07060039608209,149.85135328598682,224.5566495816649,male,male
6,163.84465447670613,147.44609098403402,222.6682744163862,male,male
7,120.31575975612465,123.59842050136236,354.5706495321923,male,male
8,151.78699535320078,164.83265488967172,398.6140302950973,male,male
9,166.48809927804854,242.5846599396903,411.5504608457473,male,male
10,108.79162776498652,248.9507418714837,419.4683626323144,male,male
11,143.4956146963755,219.31032130943333,367.0722085652069,male,male
12,141.78346736500188,145.88644347661062,436.9373974899932,male,male
13,107.44378125341116,135.2506275999337,454.9202733081544,male,male
14,123.9430593689725,117.24104375635795,431.9980680890394,male,male
15,193.91589465649682,159.5037003140599,357.58180902788695,male,male
16,212.64435441411132,208.10213118245068,397.4326030712378,male,male
17,215.89246690745534,244.68094594072795,411.40229342857833,male,male
18,167.752031836453,242.0217379379445,287.6085678578833,male,male
19,229.89628570471882,165.09109362859826,202.82988499752065,male,male
20,257.4191963658966,179.99886993524373,251.30934219298942,male,male
21,246.812647519992,183.87181983973446,280.5897839625146,male,male
22,224.41458686212582,211.5194414234832,487.9551820579992,male,male
23,207.16521072244961,241.75628964354956,384.2424996427824,male,male
24,200.40176588767213,264.7770867961073,323.59485918530595,male,male
25,180.74138816092164,260.7044797674935,471.6977024879562,male,male
26,182.04928196591155,228.22459562269609,402.82047866501114,male,male
27,103.51348724575688,198.51867241636242,352.16705639848175,male,male
28,192.2073376773222,92.79376660869482,399.36040954809255,male,male
29,147.3280007091401,99.14813194635424,501.73622362841684,male,male
30,137.64093196285836,75.99001997017406,558.2784124534182,male,male
31,146.71584392848527,110.07667501175743,433.3895579858132,male,male
32,201.32261374983162,101.95503112208876,336.67670961259734,male,male
33,246.09438552566186,103.01159769028266,320.2022113815209,male,male
34,265.0760631702519,163.1376969487995,397.3893840013855,male,male
35,218.66425440391967,158.98410488475812,404.8079382855809,male,male
36,272.07365885439,188.06434888377288,408.9499174093198,male,male
37,265.12583131890165,178.04516633353833,351.70006535399165,male,male
38,270.547634567682,144.07736599671455,328.07828085399524,male,male
39,285.70211212288314,112.19112800111714,390.38279025553874,male,male
40,300.2931047805689,141.03515186693326,424.03757383412176,male,male
41,300.77281773236393,119.23636864387551,357.65795838923697,male,male
42,268.8501504177446,181.49547186906693,401.11516205125196,male,male
43,234.92648462943194,243.4310357641186,450.10717761380363,male,male
44,162.38297909531568,204.1341990893496,351.43327884354704,male,male
45,237.67790209911666,162.33613492441512,362.0370295134289,male,male
46,190.3453597931173,119.005783653663,385.73636673624725,male,male
47,270.5709216906481,176.96231922607612,374.047156294984,male,male
48,228.95645581114587,189.97931211477595,310.9673149764784,male,male
49,286.8246603878603,186.35055020791233,392.13854584630514,male,male
50,276.4448840425925,226.28974859069984,395.2783387578036,male,male
51,323.4948014291882,163.66049163154787,390.604501269162,male,male
52,360.9134667266327,148.79778967097553,383.17719940923996,male,male
53,281.6506182631238,179.69211313608352,440.1411129555851,male,male
54,356.4273933502755,217.32931545175887,367.96022510730836,male,male
55,312.49671478942764,213.39697162329787,399.15143326107267,male,male
56,351.46535851194716,283.9257986895571,546.7206846123446,male,male
57,317.76664454072926,245.45774162139568,402.32700405253405,male,male
58,302.25993318097375,283.5518142049673,362.37832145404366,male,male
59,247.1690535412371,238.48607027697383,423.18885786380713,male,male
60,148.0760400476638,272.09046546873026,431.25589731459985,male,male
61,186.96197692403328,239.1299173274131,396.5648111036837,male,male
62,156.83464050340012,266.5298688430243,485.1435785840979,male,male
63,183.86160501785733,198.84382090680717,522.1194841435566,male,male
64,218.3200606112313,204.1114050235861,514.7893579834948,male,male
65,168.07039566883066,213.00467982896825,432.26532824186285,male,male
66,181.13113415914412,135.45321224706134,399.975425123483,male,male
67,189.9827058979179,230.09186576179408,389.29927034794053,male,male
68,237.15416236743008,187.46281107308945,530.4750611613289,male,male
69,231.1352615159143,174.4397061337122,462.3561837478928,male,male
70,201.49277151136184,212.36292557651512,463.8019962108351,male,male
71,240.3148985932065,189.94651684272742,498.8391545042325,male,male
72,228.17562025227303,142.35180317352453,474.58635443918433,male,male
73,222.87708227998516,183.69561833729583,459.103729134505,male,male
74,182.86798245817718,179.74935572818666,380.7422742207617,male,male
75,220.50350374269334,155.70653728001483,390.6097039219271,male,male
76,199.96984069867923,195.568205009408,407.72373283463264,male,male
77,188.20382914054176,155.7753335576947,370.32786915275017,male,male
78,216.15983818642889,165.9497473252593,315.414936448329,male,male
79,112.42888885656919,193.95399965254802,418.7723007832423,male,male
80,168.51170598937256,247.027839704404,367.57955802429564,male,male
81,192.68774030680345,254.02238792487597,390.82727828132914,male,male
82,151.6563984100745,153.03031388416034,349.0179752595978,male,male
83,174.3938828150666,142.3510361586669,446.969502735895,male,male
84,210.07942051578243,226.67992922440646,484.41731600699836,male,male
85,235.6333270434017,193.3793939408279,340.0713098429105,male,male
86,277.25871370398033,190.99003035195727,278.4322235917062,male,male
87,280.04201129819387,205.85199106689203,278.46993145104193,male,male
88,233.30919607744715,238.68653368165002,303.4296577827232,male,male
89,241.480094446942,187.4435294099413,330.4705265712724,male,male
90,236.52743762397614,147.74002345022708,316.25396537190534,male,male
91,210.07187674920223,144.2395386110892,392.26548043090486,male,male
92,208.44641076515086,126.44661031206984,410.15814922428086,male,male
93,222.17264867693828,223.61890179161807,365.755704141861,male,male
94,205.75876766245818,215.8623878675819,294.8765821632157,male,male
95,204.24957181055728,139.8246043426413,367.8315669051707,male,male
96,223.20150623765164,168.22321882588594,449.92169808190636,male,male
97,229.74765575956226,170.1231942122089,453.2524121341304,male,male
98,251.01527668141918,189.888626952284,375.89620677332425,male,male
99,234.59679788178974,162.26237507611089,370.84178150868513,male,male
100,260.3275727192694,196.3495642131173,457.03665812413976,male,male
